ID,EDAD,SEXO,CODIGO_DEPARTAMENTO,REGION,TIPO_PESCADOR,COBRO,MONTO,FECHA_CORTE,FECHA_PUBLICACION_PNDA
21283,45,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21284,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21285,61,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21286,48,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21287,47,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21288,45,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21289,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21290,53,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21291,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21292,29,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21293,41,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21294,69,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21295,52,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21296,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21297,44,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21298,48,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21299,58,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21300,64,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21301,57,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21302,59,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21303,31,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21304,44,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21305,43,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21306,49,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21307,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21308,68,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21309,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21310,52,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21311,66,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21312,41,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21313,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21314,59,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21315,40,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21316,41,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21317,38,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21318,44,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21319,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21320,50,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21321,54,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21322,42,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21323,63,M,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21324,41,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21325,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21326,64,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21327,37,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21328,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21329,42,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21330,56,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21331,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21332,77,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21333,64,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21334,41,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21335,43,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21336,41,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21337,72,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21338,44,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21339,51,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21340,85,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21341,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21342,70,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21343,39,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21344,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21345,51,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21346,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21347,32,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21348,61,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21349,41,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21350,62,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21351,64,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21352,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21353,55,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21354,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21355,45,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21356,72,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21357,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21358,59,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21359,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21360,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21361,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21362,69,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21363,51,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21364,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21365,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21366,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21367,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21368,57,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21369,37,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21370,63,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21371,51,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21372,63,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21373,54,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21374,27,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21375,72,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21376,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21377,70,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21378,67,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21379,45,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21380,51,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21381,61,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21382,46,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21383,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21384,72,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21385,55,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21386,58,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21387,61,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21388,59,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21389,71,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21390,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21391,56,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21392,43,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21393,57,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21394,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21395,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21396,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21397,56,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21398,55,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21399,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21400,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21401,81,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21402,52,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21403,75,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21404,33,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21405,62,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21406,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21407,68,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21408,58,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21409,62,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21410,50,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21411,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21412,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21413,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21414,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21415,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21416,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21417,65,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21418,52,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21419,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21420,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21421,58,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21422,58,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21423,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21424,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21425,44,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21426,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21427,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21428,45,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21429,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21430,68,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21431,46,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21432,25,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21433,31,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21434,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21435,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21436,41,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21437,34,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21438,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21439,38,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21440,51,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21441,49,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21442,44,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21443,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21444,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21445,45,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21446,52,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21447,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21448,75,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21449,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21450,68,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21451,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21452,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21453,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21454,23,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21455,60,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21456,33,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21457,71,F,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21458,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21459,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21460,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21461,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21462,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21463,53,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21464,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21465,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21466,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21467,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21468,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21469,64,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21470,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21471,58,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21472,38,F,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21473,80,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21474,64,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21475,55,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21476,45,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21477,44,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21478,31,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21479,44,M,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21480,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21481,36,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21482,43,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21483,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21484,44,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21485,34,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21486,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21487,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21488,38,M,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21489,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21490,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21491,42,F,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21492,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21493,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21494,33,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21495,65,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21496,70,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21497,69,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21498,65,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21499,35,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21500,67,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21501,65,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21502,72,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21503,55,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21504,32,M,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21505,39,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21506,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21507,27,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21508,57,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21509,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21510,30,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21511,51,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21512,44,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21513,34,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21514,28,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21515,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21516,69,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21517,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21518,40,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21519,75,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21520,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21521,31,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21522,54,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21523,37,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21524,40,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21525,62,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21526,32,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21527,43,M,15,LIMA PROVINCIA,NO EMBARCADO,0,500,20230430,20230626
21528,45,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21529,29,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21530,63,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21531,33,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21532,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21533,28,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21534,68,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21535,34,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21536,47,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21537,55,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21538,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21539,54,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21540,51,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21541,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21542,20,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21543,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21544,29,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21545,43,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21546,71,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21547,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21548,32,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21549,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21550,44,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21551,40,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21552,43,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21553,26,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21554,49,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21555,30,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21556,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21557,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21558,70,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21559,22,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21560,24,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21561,53,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21562,28,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21563,32,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21564,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21565,20,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21566,59,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21567,24,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21568,42,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21569,54,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21570,25,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21571,30,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21572,55,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21573,56,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21574,39,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21575,26,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21576,20,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21577,24,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21578,31,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21579,27,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21580,42,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21581,32,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21582,21,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21583,36,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21584,56,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21585,34,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21586,39,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21587,33,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21588,21,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21589,39,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21590,61,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21591,56,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21592,25,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21593,34,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21594,75,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21595,33,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21596,48,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21597,37,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21598,39,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21599,35,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21600,57,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21601,38,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21602,33,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21603,22,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21604,53,M,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
21605,27,F,15,LIMA PROVINCIA,NO EMBARCADO,1,500,20230430,20230626
